Rank,name,Strategy,Asset,Timeframe,Initial_Capital_USD,Final_Capital_USD,Net_Profit_USD,ROI_per_annum,ROI_Percent,Total_Trades,Winning_Trades,Losing_Trades,Win_Rate_Percent,Profit_Factor,Sharpe_Ratio,Avg_Trade_Percent,Gross_DD_Percent,Net_DD_Percent,Capital_At_Net_DD,Performance_Grade,Deployment_Status,Score,Data_Source,Time_Period,Time_Start,Time_End,Fees_Exchange,Candle_Period,Parameters
68,Supertrend_BB_Entry,"Supertrend, BB_Lower, EMA_Cross, MACD_Cross, RSI_Oversold",AVAXUSDT,1h,10000,23398.36,13398.36,16.75,133.98,477,74,403,15.51,1.06,1.57,0.5037,57.54,54.24,4576.24,B,Active,68.86,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,1h,"SL=3.0%, TP=15.0%, TS=1.5%"
69,High_Momentum_Entry,"EMA_Cross, MACD_Cross, Volume_Spike, ADX_Trend, Breakout_20",ADAUSDT,1h,10000,25058.4,15058.4,15.92,150.58,794,212,582,26.7,1.04,1.86,0.339,59.57,0.0,10000.0,B,Active,78.6,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.5%"
70,Breakout_ADX_Pro,"Breakout_20, ADX_Trend, Volume_Spike, EMA_Cross, MACD_Cross",ADAUSDT,1h,10000,25058.4,15058.4,15.92,150.58,794,212,582,26.7,1.04,1.86,0.339,59.57,0.0,10000.0,B,Active,78.6,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.5%"
71,Stochastic_Trend_MACD,"Stochastic, Trend_MA50, MACD_Cross, EMA_Cross, ADX_Trend",LINKUSDT,1h,10000,24989.75,14989.75,15.87,149.9,975,286,689,29.33,1.01,1.87,0.3624,88.49,3.01,9699.14,B,Active,78.86,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.5%, TP=15.0%, TS=2.5%"
72,Breakout_Cluster,"Breakout_20, Volume_Spike, EMA_Cross, MACD_Cross",LINKUSDT,1h,10000,24538.42,14538.42,15.53,145.38,1075,319,756,29.67,1.02,1.97,0.2964,76.8,2.01,9799.44,B,Active,77.27,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.0%, TP=15.0%, TS=2.5%"
73,Trend_All_Confirm,"Trend_MA50, EMA_Cross, ADX_Trend, Supertrend, MACD_Cross",SOLUSDT,1h,10000,22093.98,12093.98,15.19,120.94,866,193,673,22.29,1.01,1.8,0.5411,94.76,64.97,3502.56,B,Active,65.18,Binance Spot,2020-08-11 to 2026-03-20,2020-08-11,2026-03-20,0.1%,1h,"SL=5.0%, TP=15.0%, TS=3.0%"
74,Volume_Confirm,"Volume_Spike, Breakout_20, Supertrend, ADX_Trend",BTCUSDT,1h,10000,23760.45,13760.45,14.93,137.6,530,159,371,30.0,1.05,1.64,0.4914,79.34,43.14,5685.55,B,Active,74.5,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=4.0%, TP=10.0%, TS=3.0%"
75,Trend_Follower_Multi,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",BTCUSDT,1h,10000,23573.46,13573.46,14.79,135.73,1223,355,868,29.03,1.04,2.23,0.2344,65.5,14.48,8552.27,B,Active,73.43,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.5%"
76,EMA_Break_Momentum,"EMA_Cross, Breakout_20, MACD_Cross, ADX_Trend",XRPUSDT,1h,10000,22886.41,12886.41,14.24,128.86,1257,398,859,31.66,1.02,1.96,0.2967,81.75,2.68,9732.27,B,Active,71.26,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=3.0%, TP=15.0%, TS=2.5%"
77,High_Momentum_Entry,"EMA_Cross, MACD_Cross, Volume_Spike, ADX_Trend, Breakout_20",LINKUSDT,1h,10000,22833.01,12833.01,14.2,128.33,793,207,586,26.1,1.03,1.78,0.3286,73.54,2.43,9757.4,B,Active,69.44,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.5%"
78,Breakout_ADX_Pro,"Breakout_20, ADX_Trend, Volume_Spike, EMA_Cross, MACD_Cross",LINKUSDT,1h,10000,22833.01,12833.01,14.2,128.33,793,207,586,26.1,1.03,1.78,0.3286,73.54,2.43,9757.4,B,Active,69.44,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.5%"
79,Breakout_Cluster,"Breakout_20, Volume_Spike, EMA_Cross, MACD_Cross",ADAUSDT,1h,10000,21888.03,11888.03,13.43,118.88,1068,285,783,26.69,1.03,1.89,0.2835,72.93,1.9,9810.21,B,Active,65.82,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.0%, TP=15.0%, TS=2.5%"
80,Breakout_Cluster,"Breakout_20, Volume_Spike, EMA_Cross, MACD_Cross",BNBUSDT,1h,10000,21832.98,11832.98,13.38,118.33,1033,324,709,31.36,1.04,2.09,0.2408,61.93,3.41,9658.84,B,Active,67.16,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.0%, TP=15.0%, TS=2.5%"
81,MACD_Trend_Strength,"MACD_Cross, Trend_MA50, ADX_Trend, EMA_Cross, Volume_Spike",BTCUSDT,1h,10000,21621.69,11621.69,13.2,116.22,827,259,568,31.32,1.05,1.91,0.2766,68.83,4.49,9550.71,B,Active,66.42,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=3.0%, TP=15.0%, TS=2.5%"
82,Breakout_EMA_ADX_VWAP,"Breakout_20, EMA_Cross, ADX_Trend, VWAP, Volume_Spike",BTCUSDT,1h,10000,21525.38,11525.38,13.12,115.25,443,84,359,18.96,1.05,1.51,0.4831,80.59,0.53,9946.76,B,Active,62.28,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=5.0%, TP=15.0%, TS=2.0%"
83,Trend_Follower_Multi,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",XRPUSDT,1h,10000,19683.26,9683.26,11.51,96.83,1594,413,1181,25.91,1.02,2.05,0.2505,79.94,1.53,9847.48,B,Active,56.68,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.5%"
84,MACD_Trend_Strength,"MACD_Cross, Trend_MA50, ADX_Trend, EMA_Cross, Volume_Spike",AVAXUSDT,1h,10000,17941.46,7941.46,11.24,79.41,1030,277,753,26.89,1.01,1.71,0.3576,75.66,41.37,5863.47,B,Active,49.96,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,1h,"SL=3.0%, TP=15.0%, TS=2.5%"
85,EMA_Break_Momentum,"EMA_Cross, Breakout_20, MACD_Cross, ADX_Trend",BTCUSDT,1h,10000,18815.96,8815.96,10.7,88.16,1036,363,673,35.04,1.03,1.95,0.2288,66.28,6.12,9388.25,B,Active,56.08,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=3.0%, TP=15.0%, TS=2.5%"
86,Supertrend_BB_Entry,"Supertrend, BB_Lower, EMA_Cross, MACD_Cross, RSI_Oversold",XRPUSDT,1h,10000,18714.7,8714.7,10.61,87.15,441,69,372,15.65,1.06,1.4,0.471,57.72,41.23,5877.07,B,Active,50.18,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=3.0%, TP=15.0%, TS=1.5%"
87,Stochastic_Trend_MACD,"Stochastic, Trend_MA50, MACD_Cross, EMA_Cross, ADX_Trend",ADAUSDT,1h,10000,18263.33,8263.33,10.17,82.63,945,266,679,28.15,1.01,1.67,0.3272,79.5,6.31,9369.21,B,Active,51.64,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.5%, TP=15.0%, TS=2.5%"
88,Volume_Trend_ADX,"Volume_Spike, Trend_MA50, ADX_Trend, EMA_Cross, MACD_Cross",BTCUSDT,1h,10000,17855.92,7855.92,9.77,78.56,805,258,547,32.05,1.04,1.71,0.2583,73.93,15.28,8472.39,B,Active,51.46,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=4.0%, TP=15.0%, TS=3.0%"
89,High_Momentum_Entry,"EMA_Cross, MACD_Cross, Volume_Spike, ADX_Trend, Breakout_20",BNBUSDT,1h,10000,17397.55,7397.55,9.31,73.98,749,226,523,30.17,1.03,1.68,0.2549,73.34,0.0,10000.0,B,Active,48.95,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.5%"
90,Breakout_ADX_Pro,"Breakout_20, ADX_Trend, Volume_Spike, EMA_Cross, MACD_Cross",BNBUSDT,1h,10000,17397.55,7397.55,9.31,73.98,749,226,523,30.17,1.03,1.68,0.2549,73.34,0.0,10000.0,B,Active,48.95,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.5%"
91,Stochastic_Trend_MACD,"Stochastic, Trend_MA50, MACD_Cross, EMA_Cross, ADX_Trend",XRPUSDT,1h,10000,17332.04,7332.04,9.25,73.32,944,264,680,27.97,1.02,1.64,0.3171,76.4,8.85,9115.49,B,Active,47.9,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.5%, TP=15.0%, TS=2.5%"
92,Volume_Trend_ADX,"Volume_Spike, Trend_MA50, ADX_Trend, EMA_Cross, MACD_Cross",XRPUSDT,1h,10000,17328.3,7328.3,9.24,73.28,961,284,677,29.55,1.02,1.66,0.3195,76.93,8.14,9185.73,B,Active,48.36,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=4.0%, TP=15.0%, TS=3.0%"
93,Stochastic_Trend_MACD,"Stochastic, Trend_MA50, MACD_Cross, EMA_Cross, ADX_Trend",BTCUSDT,1h,10000,16965.08,6965.08,8.87,69.65,754,234,520,31.03,1.03,1.64,0.2567,71.18,3.77,9623.34,B,Active,47.5,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.5%, TP=15.0%, TS=2.5%"
94,Volume_Trend_ADX,"Volume_Spike, Trend_MA50, ADX_Trend, EMA_Cross, MACD_Cross",LINKUSDT,1h,10000,16734.83,6734.83,8.63,67.35,1025,312,713,30.44,1.01,1.67,0.3217,91.19,3.97,9603.15,B,Active,46.12,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=4.0%, TP=15.0%, TS=3.0%"
95,Volume_Trend_ADX,"Volume_Spike, Trend_MA50, ADX_Trend, EMA_Cross, MACD_Cross",ADAUSDT,1h,10000,16104.88,6104.88,7.97,61.05,999,289,710,28.93,1.01,1.63,0.3175,87.02,3.62,9638.37,B,Active,43.18,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=4.0%, TP=15.0%, TS=3.0%"
96,Trend_Follower_Multi,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",SOLUSDT,1h,10000,14964.52,4964.52,7.46,49.65,1717,412,1305,24.0,1.01,1.95,0.2665,91.59,56.89,4310.6,B,Active,37.12,Binance Spot,2020-08-11 to 2026-03-20,2020-08-11,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.5%"
97,Supertrend_BB_Entry,"Supertrend, BB_Lower, EMA_Cross, MACD_Cross, RSI_Oversold",DOTUSDT,1h,10000,14297.01,4297.01,6.61,42.97,465,67,398,14.41,1.03,1.22,0.3766,76.53,33.78,6621.92,B,Active,31.83,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,1h,"SL=3.0%, TP=15.0%, TS=1.5%"
98,High_Momentum_Entry,"EMA_Cross, MACD_Cross, Volume_Spike, ADX_Trend, Breakout_20",BTCUSDT,1h,10000,14726.04,4726.04,6.42,47.26,678,205,473,30.24,1.04,1.56,0.2222,53.2,0.0,10000.0,B,Active,38.36,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.5%"
99,Breakout_ADX_Pro,"Breakout_20, ADX_Trend, Volume_Spike, EMA_Cross, MACD_Cross",BTCUSDT,1h,10000,14726.04,4726.04,6.42,47.26,678,205,473,30.24,1.04,1.56,0.2222,53.2,0.0,10000.0,B,Active,38.36,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.5%"
100,Volume_Confirm,"Volume_Spike, Breakout_20, Supertrend, ADX_Trend",XRPUSDT,1h,10000,14656.6,4656.6,6.34,46.57,1082,316,766,29.21,1.0,1.74,0.4036,90.36,44.86,5514.19,B,Active,37.44,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=4.0%, TP=10.0%, TS=3.0%"
101,Breakout_Multi_Signal,"Breakout_20, Volume_Spike, EMA_Cross, MACD_Cross, Supertrend",SOLUSDT,1h,10000,13871.59,3871.59,6.01,38.72,634,125,509,19.72,1.01,1.37,0.4327,68.97,61.4,3860.21,B,Active,31.53,Binance Spot,2020-08-11 to 2026-03-20,2020-08-11,2026-03-20,0.1%,1h,"SL=2.5%, TP=15.0%, TS=2.5%"
102,Golden_Cross_Pro,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",ADAUSDT,1h,10000,13388.46,3388.46,4.81,33.88,1509,405,1104,26.84,1.0,1.79,0.2455,93.47,0.0,10000.0,B,Active,31.63,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.0%, TP=15.0%, TS=2.0%"
103,Breakout_Multi_Signal,"Breakout_20, Volume_Spike, EMA_Cross, MACD_Cross, Supertrend",AVAXUSDT,1h,10000,12710.11,2710.11,4.47,27.1,633,121,512,19.12,1.01,1.33,0.426,78.89,61.43,3857.24,B,Active,26.65,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,1h,"SL=2.5%, TP=15.0%, TS=2.5%"
104,High_Momentum_Entry,"EMA_Cross, MACD_Cross, Volume_Spike, ADX_Trend, Breakout_20",AVAXUSDT,1h,10000,12586.17,2586.17,4.28,25.86,755,176,579,23.31,1.02,1.33,0.2746,71.57,45.82,5418.01,B,Active,27.5,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.5%"
105,Breakout_ADX_Pro,"Breakout_20, ADX_Trend, Volume_Spike, EMA_Cross, MACD_Cross",AVAXUSDT,1h,10000,12586.17,2586.17,4.28,25.86,755,176,579,23.31,1.02,1.33,0.2746,71.57,45.82,5418.01,B,Active,27.5,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.5%"
106,EMA_Break_Momentum,"EMA_Cross, Breakout_20, MACD_Cross, ADX_Trend",ADAUSDT,1h,10000,12691.85,2691.85,3.91,26.92,1292,414,878,32.04,1.0,1.65,0.2487,91.7,3.1,9690.2,B,Active,30.41,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=3.0%, TP=15.0%, TS=2.5%"
107,Breakout_Confirmation,"Breakout_20, Supertrend, MACD_Cross",SOLUSDT,1h,10000,12354.92,2354.92,3.85,23.55,2030,474,1556,23.35,1.0,2.08,0.2952,97.59,63.33,3666.89,B,Active,26.44,Binance Spot,2020-08-11 to 2026-03-20,2020-08-11,2026-03-20,0.1%,1h,"SL=2.0%, TP=10.0%, TS=2.5%"
108,Breakout_Confirmation,"Breakout_20, Supertrend, MACD_Cross",SOLUSDT,1h,10000,12354.92,2354.92,3.85,23.55,2030,474,1556,23.35,1.0,2.08,0.2952,97.59,63.33,3666.89,B,Active,26.44,Binance Spot,2020-08-11 to 2026-03-20,2020-08-11,2026-03-20,0.1%,1h,"SL=2.0%, TP=10.0%, TS=2.0%"
109,MACD_Trend_Strength,"MACD_Cross, Trend_MA50, ADX_Trend, EMA_Cross, Volume_Spike",LINKUSDT,1h,10000,12499.71,2499.71,3.65,25.0,1082,307,775,28.37,1.0,1.54,0.2804,92.54,3.01,9699.14,B,Active,28.53,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=3.0%, TP=15.0%, TS=2.5%"
110,ADX_Stochastic_VWAP,"ADX_Trend, Stochastic, VWAP, BB_Lower, Volume_Spike",ETHUSDT,1h,10000,12434.08,2434.08,3.57,24.34,983,206,777,20.96,1.01,1.48,0.2525,77.65,3.18,9681.7,B,Active,26.08,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=1.5%, TP=10.0%, TS=1.5%"
111,Breakout_EMA_ADX_VWAP,"Breakout_20, EMA_Cross, ADX_Trend, VWAP, Volume_Spike",DOTUSDT,1h,10000,12092.26,2092.26,3.46,20.92,686,169,517,24.64,1.01,1.27,0.3091,84.75,11.44,8856.05,B,Active,25.83,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,1h,"SL=5.0%, TP=15.0%, TS=2.0%"
112,Aggressive_Growth,"EMA_Cross, MACD_Cross, Volume_Spike, Breakout_20, ADX_Trend, VWAP",DOTUSDT,1h,10000,11894.36,1894.36,3.15,18.94,704,205,499,29.12,1.0,1.3,0.3351,87.14,12.9,8709.89,B,Active,26.35,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,1h,"SL=4.0%, TP=15.0%, TS=3.0%"
113,High_Profit_Trade,"EMA_Cross, MACD_Cross, ADX_Trend, Supertrend, VWAP, Trend_MA50",LINKUSDT,1h,10000,12111.33,2111.33,3.13,21.11,1329,155,1174,11.66,1.0,1.65,0.2667,88.76,2.61,9738.91,B,Active,21.96,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.0%"
114,Breakout_Confirmation,"Breakout_20, Supertrend, MACD_Cross",BTCUSDT,1h,10000,12061.8,2061.8,3.06,20.62,724,170,554,23.48,1.01,1.31,0.2875,86.13,58.46,4154.24,B,Active,25.39,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.0%, TP=10.0%, TS=2.5%"
115,Breakout_Confirmation,"Breakout_20, Supertrend, MACD_Cross",BTCUSDT,1h,10000,12061.8,2061.8,3.06,20.62,724,170,554,23.48,1.01,1.31,0.2875,86.13,58.46,4154.24,B,Active,25.39,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.0%, TP=10.0%, TS=2.0%"
116,EMA_Break_Momentum,"EMA_Cross, Breakout_20, MACD_Cross, ADX_Trend",AVAXUSDT,1h,10000,11698.45,1698.45,2.9,16.98,1269,379,890,29.87,1.0,1.62,0.2835,90.71,28.85,7114.59,B,Active,25.77,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,1h,"SL=3.0%, TP=15.0%, TS=2.5%"
117,Breakout_Multi_Signal,"Breakout_20, Volume_Spike, EMA_Cross, MACD_Cross, Supertrend",ADAUSDT,1h,10000,11292.16,1292.16,1.97,12.92,593,109,484,18.38,1.0,1.21,0.3783,78.74,2.6,9739.79,B,Active,20.72,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.5%, TP=15.0%, TS=2.5%"
118,MACD_Trend_Strength,"MACD_Cross, Trend_MA50, ADX_Trend, EMA_Cross, Volume_Spike",XRPUSDT,1h,10000,11251.26,1251.26,1.91,12.51,1007,282,725,28.0,1.0,1.43,0.2595,79.88,17.17,8282.84,B,Active,23.44,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=3.0%, TP=15.0%, TS=2.5%"
119,Trend_All_Confirm,"Trend_MA50, EMA_Cross, ADX_Trend, Supertrend, MACD_Cross",LTCUSDT,1h,10000,11218.15,1218.15,1.87,12.18,568,125,443,22.01,1.0,1.24,0.4396,82.89,10.66,8934.21,B,Active,21.5,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=5.0%, TP=15.0%, TS=3.0%"
120,Ultimate_Entry,"EMA_Cross, MACD_Cross, RSI_Oversold, Supertrend, ADX_Trend, VWAP, Trend_MA50, Volume_Spike",DOTUSDT,1h,10000,10821.67,821.67,1.42,8.22,574,95,479,16.55,1.0,1.14,0.3482,89.15,14.78,8521.61,C,Monitor,18.27,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,1h,"SL=3.0%, TP=15.0%, TS=2.0%"
121,MACD_Trend_Strength,"MACD_Cross, Trend_MA50, ADX_Trend, EMA_Cross, Volume_Spike",ADAUSDT,1h,10000,10480.56,480.56,0.76,4.81,1064,289,775,27.16,1.0,1.43,0.2589,85.19,8.37,9162.9,C,Monitor,20.08,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=3.0%, TP=15.0%, TS=2.5%"
122,ADX_Stochastic_VWAP,"ADX_Trend, Stochastic, VWAP, BB_Lower, Volume_Spike",BTCUSDT,1h,10000,9982.09,-17.91,-0.03,-0.18,674,145,529,21.51,1.0,1.11,0.2161,85.13,50.22,4977.66,D,Monitor,16.38,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=1.5%, TP=10.0%, TS=1.5%"
123,Golden_Cross_Pro,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",LINKUSDT,1h,10000,9234.08,-765.92,-1.27,-7.66,1561,412,1149,26.39,1.0,1.64,0.2235,92.64,13.13,8687.25,D,Monitor,14.85,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.0%, TP=15.0%, TS=2.0%"
124,Volume_All_Confirm,"Volume_Spike, EMA_Cross, MACD_Cross, ADX_Trend, Supertrend, VWAP",DOTUSDT,1h,10000,9199.73,-800.27,-1.48,-8.0,637,107,530,16.8,1.0,1.12,0.3283,87.58,15.35,8464.51,D,Monitor,11.82,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,1h,"SL=5.0%, TP=15.0%, TS=2.0%"
125,Trend_All_Confirm,"Trend_MA50, EMA_Cross, ADX_Trend, Supertrend, MACD_Cross",ADAUSDT,1h,10000,9052.54,-947.46,-1.59,-9.47,738,155,583,21.0,1.0,1.29,0.4036,96.27,18.04,8195.83,D,Monitor,12.5,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=5.0%, TP=15.0%, TS=3.0%"
126,Golden_Cross_Pro,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",XRPUSDT,1h,10000,9048.78,-951.22,-1.59,-9.51,1493,412,1081,27.6,1.0,1.58,0.2067,85.2,32.59,6740.59,D,Monitor,14.45,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.0%, TP=15.0%, TS=2.0%"
127,Trend_Follower_Multi,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",LINKUSDT,1h,10000,8652.44,-1347.56,-2.3,-13.48,1701,409,1292,24.04,1.0,1.67,0.2055,92.79,19.5,8050.19,D,Monitor,11.81,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.5%"
128,Stochastic_Trend_MACD,"Stochastic, Trend_MA50, MACD_Cross, EMA_Cross, ADX_Trend",AVAXUSDT,1h,10000,8738.4,-1261.6,-2.43,-12.62,940,253,687,26.91,1.0,1.29,0.2861,82.61,48.51,5149.25,D,Monitor,12.99,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,1h,"SL=2.5%, TP=15.0%, TS=2.5%"
129,Volume_Trend_ADX,"Volume_Spike, Trend_MA50, ADX_Trend, EMA_Cross, MACD_Cross",AVAXUSDT,1h,10000,8655.11,-1344.89,-2.6,-13.45,985,277,708,28.12,1.0,1.34,0.2939,82.68,38.96,6103.87,D,Monitor,13.02,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,1h,"SL=4.0%, TP=15.0%, TS=3.0%"
130,Trend_Follower_Multi,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",ADAUSDT,1h,10000,8103.76,-1896.24,-3.33,-18.96,1644,406,1238,24.7,1.0,1.59,0.1988,93.54,20.17,7983.11,D,Monitor,9.8,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.5%"
131,ADX_Stochastic_VWAP,"ADX_Trend, Stochastic, VWAP, BB_Lower, Volume_Spike",DOTUSDT,1h,10000,7958.64,-2041.36,-4.01,-20.41,712,219,493,30.76,0.99,0.96,0.1815,87.46,24.13,7587.01,D,Monitor,10.99,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,1h,"SL=1.5%, TP=10.0%, TS=1.5%"
132,Ultimate_Entry,"EMA_Cross, MACD_Cross, RSI_Oversold, Supertrend, ADX_Trend, VWAP, Trend_MA50, Volume_Spike",ADAUSDT,1h,10000,7690.44,-2309.56,-4.14,-23.1,763,125,638,16.38,1.0,1.12,0.2951,91.45,23.1,7690.44,D,Monitor,5.64,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=3.0%, TP=15.0%, TS=2.0%"
133,High_Profit_Trade,"EMA_Cross, MACD_Cross, ADX_Trend, Supertrend, VWAP, Trend_MA50",ADAUSDT,1h,10000,7296.76,-2703.24,-4.94,-27.03,1248,135,1113,10.82,1.0,1.34,0.2218,94.79,27.03,7296.76,D,Monitor,2.4,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.0%"
134,High_Momentum_Entry,"EMA_Cross, MACD_Cross, Volume_Spike, ADX_Trend, Breakout_20",XRPUSDT,1h,10000,7235.23,-2764.77,-5.07,-27.65,757,197,560,26.02,0.98,0.93,0.1763,69.81,50.26,4974.06,D,Monitor,6.5,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.5%"
135,Breakout_ADX_Pro,"Breakout_20, ADX_Trend, Volume_Spike, EMA_Cross, MACD_Cross",XRPUSDT,1h,10000,7235.23,-2764.77,-5.07,-27.65,757,197,560,26.02,0.98,0.93,0.1763,69.81,50.26,4974.06,D,Monitor,6.5,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.5%"
