Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
333,Exit short,2018-07-24 04:00,Short Exit,7868,0.000001,0.007748,-0.0001,-1.75,0.0001,1.32,-0.0001,-1.65,-9999.99,-100.00
333,Entry short,2018-07-23 08:00,Short,7748,0.000001,0.007748,-0.0001,-1.75,0.0001,1.32,-0.0001,-1.65,-9999.99,-100.00
334,Exit short,2018-08-01 00:00,Short Exit,7521,0.000001,0.007747,0.0002,2.72,0.0002,2.81,-0.0001,-1.22,-9999.99,-100.00
334,Entry short,2018-07-31 16:00,Short,7747,0.000001,0.007747,0.0002,2.72,0.0002,2.81,-0.0001,-1.22,-9999.99,-100.00
335,Exit short,2018-08-04 12:00,Short Exit,7182,0.000001,0.007397,0.0002,2.71,0.0002,2.80,-0.00002,-0.22,-9999.99,-100.00
335,Entry short,2018-08-04 12:00,Short,7397,0.000001,0.007397,0.0002,2.71,0.0002,2.80,-0.00002,-0.22,-9999.99,-100.00
336,Exit short,2018-08-08 16:00,Short Exit,6389,0.000001,0.006588,0.0002,2.82,0.0002,2.92,-0.00001,-0.13,-9999.99,-100.00
336,Entry short,2018-08-08 04:00,Short,6588,0.000001,0.006588,0.0002,2.82,0.0002,2.92,-0.00001,-0.13,-9999.99,-100.00
337,Exit long,2018-08-13 08:00,Long Exit,6501,0.000001,0.006314,0.0002,2.76,0.0002,2.86,-0.00002,-0.29,-9999.99,-100.00
337,Entry long,2018-08-13 00:00,Long,6314,0.000001,0.006314,0.0002,2.76,0.0002,2.86,-0.00002,-0.29,-9999.99,-100.00
338,Exit long,2018-08-14 20:00,Long Exit,6211,0.000001,0.006037,0.0002,2.68,0.0002,2.78,-0.0001,-1.04,-9999.99,-100.00
338,Entry long,2018-08-14 08:00,Long,6037,0.000001,0.006037,0.0002,2.68,0.0002,2.78,-0.0001,-1.04,-9999.99,-100.00
339,Exit long,2018-08-22 12:00,Long Exit,6627,0.000001,0.006731,-0.0001,-1.74,0.00002,0.30,-0.0001,-1.64,-9999.99,-100.00
339,Entry long,2018-08-22 04:00,Long,6731,0.000001,0.006731,-0.0001,-1.74,0.00002,0.30,-0.0001,-1.64,-9999.99,-100.00
340,Exit long,2018-08-30 12:00,Long Exit,6819,0.000001,0.006927,-0.0001,-1.76,0.0002,2.76,-0.0001,-1.66,-9999.99,-100.00
340,Entry long,2018-08-28 08:00,Long,6927,0.000001,0.006927,-0.0001,-1.76,0.0002,2.76,-0.0001,-1.66,-9999.99,-100.00
341,Exit short,2018-08-31 16:00,Short Exit,7065,0.000001,0.006956,-0.0001,-1.77,0.0001,1.01,-0.0001,-1.67,-9999.99,-100.00
341,Entry short,2018-08-31 08:00,Short,6956,0.000001,0.006956,-0.0001,-1.77,0.0001,1.01,-0.0001,-1.67,-9999.99,-100.00
342,Exit long,2018-09-04 12:00,Long Exit,7381,0.000001,0.007168,0.0002,2.77,0.0002,2.87,-0.00004,-0.62,-9999.99,-100.00
342,Entry long,2018-09-01 16:00,Long,7168,0.000001,0.007168,0.0002,2.77,0.0002,2.87,-0.00004,-0.62,-9999.99,-100.00
343,Exit long,2018-09-05 08:00,Long Exit,7256,0.000001,0.00737,-0.0001,-1.74,0.00001,0.10,-0.0001,-1.65,-9999.99,-100.00
343,Entry long,2018-09-05 04:00,Long,7370,0.000001,0.00737,-0.0001,-1.74,0.00001,0.10,-0.0001,-1.65,-9999.99,-100.00
344,Exit long,2018-09-14 08:00,Long Exit,6382,0.000001,0.006484,-0.0001,-1.77,0.0001,1.49,-0.0001,-1.67,-9999.99,-100.00
344,Entry long,2018-09-13 16:00,Long,6484,0.000001,0.006484,-0.0001,-1.77,0.0001,1.49,-0.0001,-1.67,-9999.99,-100.00
345,Exit short,2018-09-18 12:00,Short Exit,6363,0.000001,0.006268,-0.0001,-1.72,0.0001,0.98,-0.0001,-1.61,-9999.99,-100.00
345,Entry short,2018-09-17 20:00,Short,6268,0.000001,0.006268,-0.0001,-1.72,0.0001,0.98,-0.0001,-1.61,-9999.99,-100.00
346,Exit long,2018-09-21 08:00,Long Exit,6747,0.000001,0.006555,0.0002,2.72,0.0002,2.83,-0.00004,-0.63,-9999.99,-100.00
346,Entry long,2018-09-21 04:00,Long,6555,0.000001,0.006555,0.0002,2.72,0.0002,2.83,-0.00004,-0.63,-9999.99,-100.00
347,Exit short,2018-09-27 16:00,Short Exit,6556,0.000001,0.006456,-0.0001,-1.75,0.0001,1.93,-0.0001,-1.65,-9999.99,-100.00
347,Entry short,2018-09-25 04:00,Short,6456,0.000001,0.006456,-0.0001,-1.75,0.0001,1.93,-0.0001,-1.65,-9999.99,-100.00
348,Exit short,2018-10-03 00:00,Short Exit,6420,0.000001,0.006615,0.0002,2.75,0.0002,2.85,-0.00002,-0.34,-9999.99,-100.00
348,Entry short,2018-10-01 04:00,Short,6615,0.000001,0.006615,0.0002,2.75,0.0002,2.85,-0.00002,-0.34,-9999.99,-100.00
349,Exit short,2018-10-04 00:00,Short Exit,6514,0.000001,0.006413,-0.0001,-1.77,0,0.00,-0.0001,-1.67,-9999.99,-100.00
349,Entry short,2018-10-03 08:00,Short,6413,0.000001,0.006413,-0.0001,-1.77,0,0.00,-0.0001,-1.67,-9999.99,-100.00
350,Exit long,2018-10-10 04:00,Long Exit,6447,0.000001,0.006551,-0.0001,-1.78,0.0001,1.52,-0.0001,-1.69,-9999.99,-100.00
350,Entry long,2018-10-05 00:00,Long,6551,0.000001,0.006551,-0.0001,-1.78,0.0001,1.52,-0.0001,-1.69,-9999.99,-100.00
